,index,PhraseId,SentenceId,Phrase,Sentiment,Length,categories,POS
4339,19189,19190,841,whimsical,3,1,SingleWord,['JJ']
4340,19205,19206,842,30,2,1,SingleWord,[]
4341,19206,19207,842,seconds,2,1,SingleWord,['NNS']
4342,19214,19215,842,90-minute,2,1,SingleWord,['NN']
4343,19221,19222,843,Interminably,3,1,SingleWord,['RB']
4344,19234,19235,844,naturally,2,1,SingleWord,['RB']
4345,19240,19241,844,crave,2,1,SingleWord,['NN']
4346,19244,19245,844,Smith,2,1,SingleWord,['NN']
4347,19253,19254,845,Bai,2,1,SingleWord,['NN']
4348,19258,19259,845,taken,1,1,SingleWord,['VBN']
4349,19266,19267,845,opened,2,1,SingleWord,['VBN']
4350,19282,19283,846,Meatballs,2,1,SingleWord,['NNS']
4351,19286,19287,846,bare-midriff,2,1,SingleWord,"['NN', 'NN']"
4352,19287,19288,846,generation,2,1,SingleWord,['NN']
4353,19301,19302,847,United,2,1,SingleWord,['JJ']
4354,19309,19310,848,until,2,1,SingleWord,['IN']
4355,19318,19319,848,thoughts,2,1,SingleWord,['NNS']
4356,19321,19322,849,blushing,2,1,SingleWord,['NN']
4357,19325,19326,849,gushing,3,1,SingleWord,['VBG']
4358,19327,19328,849,Imamura,2,1,SingleWord,['NN']
4359,19330,19331,849,squirts,2,1,SingleWord,['NNS']
4360,19335,19336,849,Warm,3,1,SingleWord,['NN']
4361,19340,19341,849,Bridge,2,1,SingleWord,['NN']
4362,19348,19349,850,Hanna-Barbera,2,1,SingleWord,"['NN', 'NN']"
4363,19350,19351,850,half-hour,2,1,SingleWord,"['NN', 'NN']"
4364,19351,19352,850,cartoons,2,1,SingleWord,['NNS']
4365,19360,19361,851,solemn,2,1,SingleWord,['NN']
4366,19366,19367,851,disguise,2,1,SingleWord,['NN']
4367,19370,19371,851,complacency,2,1,SingleWord,['NN']
4368,19376,19377,851,Godard,2,1,SingleWord,['NN']
4369,19385,19386,851,piano,3,1,SingleWord,['NN']
4370,19387,19388,851,strings,2,1,SingleWord,['NNS']
4371,19390,19391,851,soundtrack,2,1,SingleWord,['NN']
4372,19394,19395,851,drown,2,1,SingleWord,['NN']
4373,19398,19399,851,tinny,2,1,SingleWord,['NN']
4374,19399,19400,851,self-righteousness,1,1,SingleWord,"['NN', 'NN']"
4375,19407,19408,852,Dylan,2,1,SingleWord,['NN']
4376,19409,19410,852,alive,3,1,SingleWord,['JJ']
4377,19415,19416,852,Ethan,2,1,SingleWord,['NN']
4378,19417,19418,852,Hawke,2,1,SingleWord,['NN']
4379,19419,19420,852,strained,2,1,SingleWord,['VBN']
4380,19421,19422,852,Chelsea,2,1,SingleWord,['NN']
4381,19422,19423,852,Walls,2,1,SingleWord,['NNS']
4382,19431,19432,852,tempted,2,1,SingleWord,['VBN']
4383,19437,19438,852,landmark,3,1,SingleWord,['NN']
4384,19447,19448,852,Theatre,2,1,SingleWord,['NN']
4385,19449,19450,853,Affirms,3,1,SingleWord,['NNS']
4386,19453,19454,853,gifts,2,1,SingleWord,['NNS']
4387,19461,19462,853,starting,3,1,SingleWord,['VBG']
4388,19476,19477,853,on-camera,2,1,SingleWord,"['IN', 'NN']"
4389,19486,19487,854,saga,2,1,SingleWord,['NN']
4390,19501,19502,856,chemistry,2,1,SingleWord,['NN']
4391,19506,19507,856,male,2,1,SingleWord,['NN']
4392,19509,19510,856,Ralph,2,1,SingleWord,['NN']
4393,19510,19511,856,Fiennes,2,1,SingleWord,['NNS']
4394,19519,19520,856,scribe,2,1,SingleWord,['NN']
4395,19521,19522,856,Wade,2,1,SingleWord,['NN']
4396,19525,19526,856,workmanlike,3,1,SingleWord,['NN']
4397,19528,19529,856,extreme,2,1,SingleWord,['NN']
4398,19531,19532,857,cleverly,3,1,SingleWord,['RB']
4399,19537,19538,857,mockumentary,2,1,SingleWord,['NN']
4400,19559,19560,859,unintentionally,3,1,SingleWord,['RB']
4401,19569,19570,859,suits,2,1,SingleWord,['NNS']
4402,19571,19572,859,enact,2,1,SingleWord,['NN']
4403,19577,19578,859,inter-species,3,1,SingleWord,"['NN', 'NNS']"
4404,19578,19579,859,parody,2,1,SingleWord,['NN']
4405,19598,19599,861,lax,1,1,SingleWord,['NN']
4406,19609,19610,861,meander,2,1,SingleWord,['NN']
4407,19612,19613,861,worn-out,1,1,SingleWord,"['VBN', 'RP']"
4408,19620,19621,862,sitcomishly,1,1,SingleWord,['RB']
4409,19632,19633,863,rude,1,1,SingleWord,['NN']
4410,19637,19638,863,deliver,3,1,SingleWord,['NN']
4411,19641,19642,863,gut-busting,3,1,SingleWord,"['NN', 'NN']"
4412,19646,19647,863,digs,2,1,SingleWord,['NNS']
4413,19669,19670,865,pulse,1,1,SingleWord,['NN']
4414,19676,19677,866,sword,2,1,SingleWord,['NN']
4415,19680,19681,866,Auteuil,2,1,SingleWord,['NN']
4416,19685,19686,867,stereotype,2,1,SingleWord,['NN']
4417,19686,19687,867,omitted,2,1,SingleWord,['VBN']
4418,19687,19688,867,unsaid,2,1,SingleWord,['NN']
4419,19693,19694,868,enhances,2,1,SingleWord,['NNS']
4420,19699,19700,868,manual,1,1,SingleWord,['JJ']
4421,19706,19707,869,Kaufman,2,1,SingleWord,['NN']
4422,19707,19708,869,Jonze,2,1,SingleWord,['NN']
4423,19711,19712,869,risks,2,1,SingleWord,['NNS']
4424,19717,19718,869,notion,2,1,SingleWord,['NN']
4425,19722,19723,869,desire,2,1,SingleWord,['NN']
4426,19733,19734,869,emptiness,1,1,SingleWord,['NN']
4427,19738,19739,869,missing,2,1,SingleWord,['VBG']
4428,19743,19744,870,God,2,1,SingleWord,['NN']
4429,19745,19746,870,bless,2,1,SingleWord,['NN']
4430,19748,19749,870,aversion,2,1,SingleWord,['NN']
4431,19758,19759,870,cashing,2,1,SingleWord,['VBG']
4432,19762,19763,870,gorgeousness,4,1,SingleWord,['NN']
4433,19770,19771,872,surf,2,1,SingleWord,['NN']
4434,19774,19775,872,thrillingly,3,1,SingleWord,['RB']
4435,19779,19780,872,technology,2,1,SingleWord,['NN']
4436,19785,19786,872,wave,2,1,SingleWord,['NN']
4437,19793,19794,873,Gangs,2,1,SingleWord,['NNS']
4438,19797,19798,873,Daniel,2,1,SingleWord,['NN']
4439,19798,19799,873,Day-Lewis,2,1,SingleWord,"['NN', 'VB']"
4440,19801,19802,874,Waiting,2,1,SingleWord,['VBG']
4441,19808,19809,874,fruitful,3,1,SingleWord,['NN']
4442,19814,19815,874,Praise,3,1,SingleWord,['NN']
4443,19818,19819,874,epitaph,2,1,SingleWord,['NN']
4444,19824,19825,875,edgy,2,1,SingleWord,['NN']
4445,19845,19846,876,defiance,2,1,SingleWord,['NN']
4446,19856,19857,877,Roses,2,1,SingleWord,['NNS']
4447,19859,19860,877,trailer-trash,1,1,SingleWord,"['NN', 'NN']"
4448,19871,19872,878,low-budget,1,1,SingleWord,"['JJ', 'NN']"
4449,19876,19877,879,fifty,2,1,SingleWord,['NN']
4450,19878,19879,879,car,2,1,SingleWord,['NN']
4451,19879,19880,879,pileup,2,1,SingleWord,['NN']
4452,19884,19885,880,stretches,2,1,SingleWord,['NNS']
4453,19898,19899,881,pitiful,1,1,SingleWord,['NN']
4454,19902,19903,881,slapdash,2,1,SingleWord,['NN']
4455,19903,19904,881,disaster,0,1,SingleWord,['NN']
4456,19915,19916,883,admiring,3,1,SingleWord,['VBG']
4457,19933,19934,884,sheerly,2,1,SingleWord,['RB']
4458,19939,19940,884,unexpectedly,2,1,SingleWord,['RB']
4459,19948,19949,884,resistance,2,1,SingleWord,['NN']
4460,19951,19952,884,artistic,3,1,SingleWord,['JJ']
4461,19952,19953,884,transcendence,3,1,SingleWord,['NN']
4462,19957,19958,885,erotic,3,1,SingleWord,['JJ']
4463,19971,19972,886,spot-on,4,1,SingleWord,"['NN', 'IN']"
4464,19973,19974,886,Scottish,2,1,SingleWord,['JJ']
4465,19977,19978,886,Duvall,2,1,SingleWord,['NN']
4466,19985,19986,886,peels,2,1,SingleWord,['NNS']
4467,19986,19987,886,layers,3,1,SingleWord,['NNS']
4468,20004,20005,887,journalistic,2,1,SingleWord,['JJ']
4469,20007,20008,887,draws,2,1,SingleWord,['NNS']
4470,20016,20017,887,became,2,1,SingleWord,['VBD']
4471,20019,20020,887,deadly,2,1,SingleWord,['RB']
4472,20021,20022,887,policy,2,1,SingleWord,['NN']
4473,20025,20026,888,squarely,2,1,SingleWord,['RB']
4474,20028,20029,888,fills,2,1,SingleWord,['NNS']
4475,20032,20033,889,Irwin,2,1,SingleWord,['NN']
4476,20041,20042,889,adequate,2,1,SingleWord,['NN']
4477,20058,20059,890,implies,2,1,SingleWord,['NNS']
4478,20063,20064,890,standard-issue,2,1,SingleWord,"['JJ', 'NN']"
4479,20068,20069,890,spat,2,1,SingleWord,['NN']
4480,20072,20073,890,Tinseltown,2,1,SingleWord,['NN']
4481,20074,20075,890,assembly,2,1,SingleWord,['RB']
4482,20086,20087,891,audacious,2,1,SingleWord,['JJ']
4483,20098,20099,892,Abandon,1,1,SingleWord,['NN']
4484,20105,20106,892,wanting,2,1,SingleWord,['VBG']
4485,20115,20116,893,Christianity,2,1,SingleWord,['NN']
4486,20119,20120,893,Chesterton,2,1,SingleWord,['NN']
4487,20120,20121,893,Lewis,3,1,SingleWord,['NN']
4488,20146,20147,896,rejected,1,1,SingleWord,['VBN']
4489,20148,20149,896,X-Files,2,1,SingleWord,"['NN', 'NNS']"
4490,20153,20154,896,credible,3,1,SingleWord,['JJ']
4491,20158,20159,896,real-life,2,1,SingleWord,"['JJ', 'NN']"
4492,20159,20160,896,happening,2,1,SingleWord,['VBG']
4493,20171,20172,897,triviality,2,1,SingleWord,['NN']
4494,20183,20184,898,expanse,2,1,SingleWord,['NN']
4495,20186,20187,898,dead-end,1,1,SingleWord,"['JJ', 'NN']"
4496,20187,20188,898,distaste,1,1,SingleWord,['NN']
4497,20190,20191,898,inhabit,2,1,SingleWord,['NN']
4498,20199,20200,898,metaphor,3,1,SingleWord,['NN']
4499,20214,20215,900,sweetly,2,1,SingleWord,['RB']
4500,20220,20221,900,sisters,2,1,SingleWord,['NNS']
4501,20227,20228,900,coping,2,1,SingleWord,['VBG']
4502,20235,20236,900,endgame,2,1,SingleWord,['NN']
4503,20240,20241,901,disturbing,1,1,SingleWord,['VBG']
4504,20248,20249,901,definition,2,1,SingleWord,['NN']
4505,20255,20256,901,police,2,1,SingleWord,['NNS']
4506,20256,20257,901,shooting,1,1,SingleWord,['VBG']
4507,20261,20262,902,Distances,2,1,SingleWord,['NNS']
4508,20265,20266,902,throwing,2,1,SingleWord,['VBG']
4509,20272,20273,902,herrings,2,1,SingleWord,['NNS']
4510,20281,20282,902,register,2,1,SingleWord,['NN']
4511,20287,20288,904,skip,1,1,SingleWord,['NN']
4512,20292,20293,904,gained,2,1,SingleWord,['VBN']
4513,20304,20305,906,hushed,2,1,SingleWord,['VBN']
4514,20313,20314,907,Griffiths,2,1,SingleWord,['NNS']
4515,20316,20317,907,Pryce,2,1,SingleWord,['NN']
4516,20323,20324,907,Welsh,2,1,SingleWord,['NN']
4517,20324,20325,907,whimsy,3,1,SingleWord,['NN']
4518,20329,20330,908,densest,2,1,SingleWord,['NN']
4519,20330,20331,908,distillation,2,1,SingleWord,['NN']
4520,20334,20335,908,Roberts,2,1,SingleWord,['NNS']
4521,20347,20348,909,display,2,1,SingleWord,['NN']
4522,20358,20359,909,awkward,1,1,SingleWord,['NN']
4523,20360,20361,909,lifeless,2,1,SingleWord,['NN']
4524,20361,20362,909,rumblings,1,1,SingleWord,['NNS']
4525,20370,20371,910,outstanding,4,1,SingleWord,['JJ']
4526,20379,20380,911,celluloid,2,1,SingleWord,['NN']
4527,20381,20382,911,litmus,2,1,SingleWord,['NN']
4528,20382,20383,911,test,2,1,SingleWord,['NN']
4529,20397,20398,911,backward,2,1,SingleWord,['NN']
4530,20402,20403,911,admire,3,1,SingleWord,['NN']
4531,20410,20411,912,subtitled,2,1,SingleWord,['VBN']
4532,20417,20418,912,remote,2,1,SingleWord,['NN']
4533,20419,20420,912,African,2,1,SingleWord,['JJ']
4534,20420,20421,912,empire,2,1,SingleWord,['NN']
4535,20427,20428,912,guns,2,1,SingleWord,['NNS']
4536,20430,20431,912,internal,2,1,SingleWord,['JJ']
4537,20432,20433,912,combustion,2,1,SingleWord,['NN']
4538,20433,20434,912,engine,2,1,SingleWord,['NN']
4539,20439,20440,912,thump,2,1,SingleWord,['NN']
4540,20443,20444,912,timely,2,1,SingleWord,['RB']
4541,20454,20455,913,banter,2,1,SingleWord,['NN']
4542,20457,20458,913,loose,1,1,SingleWord,['JJ']
4543,20470,20471,914,captivating,4,1,SingleWord,['VBG']
4544,20478,20479,915,adored,4,1,SingleWord,['VBN']
4545,20481,20482,915,resoundingly,3,1,SingleWord,['RB']
4546,20486,20487,915,dying,1,1,SingleWord,['VBG']
4547,20505,20506,915,reasonably,2,1,SingleWord,['RB']
4548,20506,20507,915,entertained,4,1,SingleWord,['VBN']
4549,20510,20511,916,catching,2,1,SingleWord,['VBG']
4550,20518,20519,916,central,2,1,SingleWord,['JJ']
4551,20524,20525,917,Sorvino,3,1,SingleWord,['NN']
4552,20528,20529,917,princess,2,1,SingleWord,['NN']
4553,20532,20533,917,cartoonish,2,1,SingleWord,['NN']
4554,20544,20545,917,Hermocrates,2,1,SingleWord,['NNS']
4555,20545,20546,917,Leontine,2,1,SingleWord,['NN']
4556,20547,20548,917,pathetically,1,1,SingleWord,['RB']
4557,20549,20550,917,compare,2,1,SingleWord,['NN']
4558,20551,20552,917,notes,2,1,SingleWord,['NNS']
4559,20555,20556,917,amours,3,1,SingleWord,['NNS']
4560,20569,20570,918,cuts,2,1,SingleWord,['NNS']
4561,20573,20574,918,grain,2,1,SingleWord,['NN']
4562,20575,20576,918,producing,2,1,SingleWord,['VBG']
4563,20585,20586,918,asking,2,1,SingleWord,['VBG']
4564,20589,20590,918,answering,2,1,SingleWord,['VBG']
4565,20604,20605,919,Amy,2,1,SingleWord,['NN']
4566,20614,20615,920,suffocating,1,1,SingleWord,['VBG']
4567,20617,20618,920,senseless,1,1,SingleWord,['NN']
4568,20620,20621,920,Grey,2,1,SingleWord,['NN']
4569,20621,20622,920,Zone,2,1,SingleWord,['NN']
4570,20631,20632,920,morbid,0,1,SingleWord,['NN']
4571,20635,20636,921,lousy,0,1,SingleWord,['NN']
4572,20642,20643,921,spits,2,1,SingleWord,['NNS']
4573,20646,20647,921,Denzel,3,1,SingleWord,['NN']
4574,20655,20656,922,devoid,2,1,SingleWord,['NN']
4575,20666,20667,922,dubbed,2,1,SingleWord,['NN']
4576,20667,20668,922,hedonistic,1,1,SingleWord,['JJ']
4577,20674,20675,923,Satin,2,1,SingleWord,['NN']
4578,20675,20676,923,Rouge,2,1,SingleWord,['NN']
4579,20686,20687,923,encouraging,3,1,SingleWord,['VBG']
4580,20693,20694,923,three-dimensional,2,1,SingleWord,"['CD', 'JJ']"
4581,20701,20702,923,self-discovery,3,1,SingleWord,"['NN', 'NN']"
4582,20705,20706,923,sensitivity,2,1,SingleWord,['NN']
4583,20711,20712,924,pointed,2,1,SingleWord,['VBN']
4584,20720,20721,924,pros,3,1,SingleWord,['NNS']
4585,20721,20722,924,cons,2,1,SingleWord,['NNS']
4586,20723,20724,924,unconditional,3,1,SingleWord,['JJ']
4587,20727,20728,924,duties,2,1,SingleWord,['NNS']
4588,20733,20734,925,trumpet,2,1,SingleWord,['NN']
4589,20734,20735,925,blast,3,1,SingleWord,['NN']
4590,20742,20743,925,Mexican,2,1,SingleWord,['JJ']
4591,20745,20746,925,a-bornin,2,1,SingleWord,"['DT', 'NN']"
4592,20755,20756,926,insufferably,1,1,SingleWord,['RB']
4593,20760,20761,926,curiously,2,1,SingleWord,['RB']
4594,20762,20763,926,constricted,1,1,SingleWord,['VBN']
4595,20777,20778,927,reminds,2,1,SingleWord,['NNS']
4596,20783,20784,927,Elizabeth,2,1,SingleWord,['NNS']
4597,20785,20786,927,Berkley,2,1,SingleWord,['NN']
4598,20787,20788,927,flopping,1,1,SingleWord,['VBG']
4599,20788,20789,927,dolphin-gasm,2,1,SingleWord,"['NN', 'NN']"
4600,20794,20795,928,contrast,2,1,SingleWord,['NN']
4601,20809,20810,929,Collateral,3,1,SingleWord,['NN']
4602,20810,20811,929,Damage,2,1,SingleWord,['NN']
4603,20815,20816,929,earns,2,1,SingleWord,['NNS']
4604,20817,20818,929,extra,2,1,SingleWord,['JJ']
4605,20830,20831,930,figured,2,1,SingleWord,['VBN']
4606,20836,20837,930,Bielinsky,2,1,SingleWord,['NN']
4607,20877,20878,931,projects,2,1,SingleWord,['NNS']
4608,20880,20881,931,doubts,2,1,SingleWord,['NNS']
4609,20881,20882,931,yearnings,2,1,SingleWord,['NNS']
4610,20885,20886,931,succeeds,3,1,SingleWord,['VBZ']
4611,20890,20891,932,packed,2,1,SingleWord,['NNS']
4612,20896,20897,932,bursting,3,1,SingleWord,['NN']
4613,20898,20899,932,incident,2,1,SingleWord,['NN']
4614,20908,20909,932,fictional,2,1,SingleWord,['JJ']
4615,20916,20917,933,Domino,2,1,SingleWord,['NN']
4616,20920,20921,934,umpteenth,3,1,SingleWord,['JJ']
4617,20922,20923,934,skinny,2,1,SingleWord,['NN']
4618,20925,20926,934,dip,2,1,SingleWord,['NN']
4619,20932,20933,934,putrid,1,1,SingleWord,['NN']
4620,20933,20934,934,pond,2,1,SingleWord,['NN']
4621,20937,20938,934,twaddle,2,1,SingleWord,['NN']
4622,20942,20943,935,paved,2,1,SingleWord,['VBN']
4623,20946,20947,935,leads,2,1,SingleWord,['NNS']
4624,20950,20951,935,video,2,1,SingleWord,['NN']
4625,20951,20952,935,store,2,1,SingleWord,['NN']
4626,20956,20957,936,Columbus,2,1,SingleWord,['NN']
4627,20963,20964,936,faster,2,1,SingleWord,['NN']
4628,20964,20965,936,livelier,2,1,SingleWord,['NN']
4629,20977,20978,937,flatulence,1,1,SingleWord,['NN']
4630,20981,20982,937,mild,2,1,SingleWord,['NN']
4631,20983,20984,937,references,2,1,SingleWord,['NNS']
4632,21017,21018,940,mother-daughter,2,1,SingleWord,"['NN', 'NN']"
4633,21028,21029,940,Divine,3,1,SingleWord,['NN']
4634,21029,21030,940,Secrets,2,1,SingleWord,['NNS']
4635,21033,21034,940,Ya-Ya,2,1,SingleWord,"['NN', 'NN']"
4636,21034,21035,940,Sisterhood,2,1,SingleWord,['NN']
4637,21051,21052,942,Sheridan,2,1,SingleWord,['NN']
4638,21053,21054,942,terrified,2,1,SingleWord,['VBN']
4639,21062,21063,942,irreverent,2,1,SingleWord,['NN']
4640,21064,21065,942,scotches,2,1,SingleWord,['NNS']
4641,21068,21069,942,bile,0,1,SingleWord,['NN']
4642,21070,21071,942,irony,1,1,SingleWord,['NN']
4643,21083,21084,943,ideal,3,1,SingleWord,['NN']
4644,21090,21091,943,Ian,2,1,SingleWord,['JJ']
4645,21091,21092,943,Holm,2,1,SingleWord,['NN']
4646,21095,21096,943,aged,1,1,SingleWord,['VBN']
4647,21096,21097,943,Napoleon,2,1,SingleWord,['NN']
4648,21104,21105,944,boobs,3,1,SingleWord,['NN']
4649,21106,21107,944,fantasti,3,1,SingleWord,['NN']
4650,21112,21113,945,Nicholson,2,1,SingleWord,['NN']
4651,21119,21120,945,Lear,2,1,SingleWord,['NN']
4652,21130,21131,946,Costner,2,1,SingleWord,['NN']
4653,21133,21134,946,known,2,1,SingleWord,['VBN']
4654,21142,21143,946,sanctimonious,1,1,SingleWord,['JJ']
4655,21143,21144,946,self-righteous,2,1,SingleWord,"['RB', 'JJ']"
4656,21145,21146,946,eager,2,1,SingleWord,['NN']
4657,21154,21155,946,slap,1,1,SingleWord,['NN']
4658,21162,21163,947,heartwarming,3,1,SingleWord,['VBG']
4659,21170,21171,948,handiwork,2,1,SingleWord,['NN']
4660,21182,21183,948,seams,2,1,SingleWord,['NNS']
4661,21201,21202,949,amused,3,1,SingleWord,['VBN']
4662,21209,21210,949,constructed,2,1,SingleWord,['VBN']
4663,21210,21211,949,scenario,2,1,SingleWord,['NN']
4664,21212,21213,949,greatly,3,1,SingleWord,['RB']
4665,21217,21218,949,skill,2,1,SingleWord,['NN']
4666,21223,21224,949,enterprise,2,1,SingleWord,['NN']
4667,21237,21238,950,satisfyingly,3,1,SingleWord,['RB']
4668,21245,21246,950,psyche,2,1,SingleWord,['NN']
4669,21258,21259,951,visions,2,1,SingleWord,['NNS']
4670,21261,21262,951,relayed,2,1,SingleWord,['NN']
4671,21269,21270,951,Sharks,2,1,SingleWord,['NNS']
4672,21273,21274,951,Player,2,1,SingleWord,['NN']
4673,21276,21277,951,skewering,2,1,SingleWord,['VBG']
4674,21285,21286,951,insiders,2,1,SingleWord,['NNS']
4675,21286,21287,951,outsiders,2,1,SingleWord,['NNS']
4676,21287,21288,951,alike,2,1,SingleWord,['RB']
4677,21296,21297,952,equate,2,1,SingleWord,['NN']
4678,21303,21304,952,admirably,3,1,SingleWord,['RB']
4679,21308,21309,952,broke,2,1,SingleWord,['NN']
4680,21313,21314,953,respective,2,1,SingleWord,['NN']
4681,21318,21319,953,Sandra,2,1,SingleWord,['NN']
4682,21319,21320,953,Bullock,2,1,SingleWord,['NN']
4683,21321,21322,953,Hugh,2,1,SingleWord,['NN']
4684,21322,21323,953,Grant,2,1,SingleWord,['NN']
4685,21326,21327,953,worn,1,1,SingleWord,['NN']
4686,21327,21328,953,threadbare,2,1,SingleWord,['NN']
4687,21340,21341,954,slow,1,1,SingleWord,['VB']
4688,21345,21346,954,stilted,1,1,SingleWord,['VBN']
4689,21349,21350,954,tabloid,1,1,SingleWord,['NN']
4690,21350,21351,954,embalmed,2,1,SingleWord,['VBN']
4691,21354,21355,955,enthusiastically,3,1,SingleWord,['RB']
4692,21356,21357,955,invokes,2,1,SingleWord,['NNS']
4693,21363,21364,955,percussion,2,1,SingleWord,['NN']
4694,21364,21365,955,rhythm,2,1,SingleWord,['NN']
4695,21367,21368,955,brass,2,1,SingleWord,['NN']
4696,21372,21373,955,fierce,3,1,SingleWord,['NN']
4697,21373,21374,955,competition,2,1,SingleWord,['NN']
4698,21376,21377,955,helps,2,1,SingleWord,['NNS']
4699,21381,21382,955,marching,2,1,SingleWord,['VBG']
4700,21382,21383,955,bands,2,1,SingleWord,['NNS']
4701,21389,21390,955,football,2,1,SingleWord,['NN']
4702,21402,21403,956,damn,1,1,SingleWord,['NN']
4703,21417,21418,957,dust-caked,1,1,SingleWord,"['NN', 'VBD']"
4704,21418,21419,957,stagnation,1,1,SingleWord,['NN']
4705,21420,21421,957,labored,1,1,SingleWord,['VBN']
4706,21421,21422,957,gentility,2,1,SingleWord,['NN']
4707,21443,21444,959,score,3,1,SingleWord,['NN']
4708,21448,21449,959,songs,2,1,SingleWord,['NNS']
4709,21451,21452,959,translate,2,1,SingleWord,['NN']
4710,21459,21460,960,Punitively,2,1,SingleWord,['RB']
4711,21460,21461,960,affirmational,2,1,SingleWord,['JJ']
4712,21470,21471,961,diminishing,2,1,SingleWord,['VBG']
4713,21472,21473,961,stature,2,1,SingleWord,['NN']
4714,21475,21476,961,Oscar-winning,4,1,SingleWord,"['NN', 'VBG']"
4715,21478,21479,961,lowly,2,1,SingleWord,['RB']
4716,21480,21481,961,studio,2,1,SingleWord,['NN']
4717,21485,21486,962,Horrid,1,1,SingleWord,['NN']
4718,21488,21489,962,propaganda,1,1,SingleWord,['NN']
4719,21497,21498,962,Serbs,2,1,SingleWord,['NNS']
4720,21498,21499,962,themselves,2,1,SingleWord,['PRP']
4721,21502,21503,962,network,2,1,SingleWord,['NN']
4722,21506,21507,962,right-wing,2,1,SingleWord,"['RB', 'VBG']"
4723,21507,21508,962,extremists,2,1,SingleWord,['NNS']
4724,21510,21511,963,Star\/producer,2,1,SingleWord,"['NN', 'NN']"
4725,21512,21513,963,Salma,2,1,SingleWord,['NN']
4726,21514,21515,963,Hayek,2,1,SingleWord,['NN']
4727,21518,21519,963,Taymor,2,1,SingleWord,['NN']
4728,21523,21524,963,infused,2,1,SingleWord,['VBN']
4729,21525,21526,963,Frida,2,1,SingleWord,['NN']
4730,21532,21533,963,inherent,2,1,SingleWord,['NN']
4731,21540,21541,963,paintings,2,1,SingleWord,['NNS']
4732,21571,21572,965,resonances,2,1,SingleWord,['NNS']
4733,21576,21577,965,ironically,2,1,SingleWord,['RB']
4734,21580,21581,965,distanced,2,1,SingleWord,['VBN']
4735,21590,21591,966,Curves,3,1,SingleWord,['NNS']
4736,21594,21595,966,empowerment,3,1,SingleWord,['NN']
4737,21597,21598,966,sleeve,2,1,SingleWord,['NN']
4738,21601,21602,966,harangues,2,1,SingleWord,['NNS']
4739,21613,21614,966,Ferrera,2,1,SingleWord,['NN']
4740,21614,21615,966,Ontiveros,2,1,SingleWord,['NNS']
4741,21621,21622,967,heap,2,1,SingleWord,['NN']
4742,21631,21632,967,coming-of-age\/coming-out,2,1,SingleWord,"['VBG', 'IN', 'NN', 'VBG', 'RP']"
4743,21637,21638,968,sensitive,2,1,SingleWord,['JJ']
4744,21647,21648,969,rug,2,1,SingleWord,['NN']
4745,21664,21665,969,sympathize,2,1,SingleWord,['VB']
4746,21671,21672,969,happens,2,1,SingleWord,['NNS']
4747,21687,21688,970,exquisite,4,1,SingleWord,['NN']
4748,21691,21692,970,anthropomorphic,3,1,SingleWord,['JJ']
4749,21693,21694,970,animal,3,1,SingleWord,['NN']
4750,21699,21700,970,realized,2,1,SingleWord,['VBN']
4751,21703,21704,970,makeup,2,1,SingleWord,['NN']
4752,21712,21713,970,eventual,2,1,SingleWord,['JJ']
4753,21718,21719,970,subtitles,2,1,SingleWord,['NNS']
4754,21722,21723,970,Italian-language,2,1,SingleWord,"['JJ', 'NN']"
4755,21732,21733,971,worthless,0,1,SingleWord,['NN']
4756,21748,21749,972,rendered,2,1,SingleWord,['VBN']
4757,21752,21753,972,Pixar,2,1,SingleWord,['NN']
4758,21754,21755,972,industry,2,1,SingleWord,['NN']
4759,21761,21762,972,lighting,2,1,SingleWord,['VBG']
4760,21763,21764,972,innovative,3,1,SingleWord,['JJ']
4761,21764,21765,972,backgrounds,2,1,SingleWord,['NNS']
4762,21769,21770,972,equally,2,1,SingleWord,['RB']
4763,21773,21774,973,unfunny,1,1,SingleWord,['JJ']
4764,21786,21787,974,went,2,1,SingleWord,['VBD']
4765,21798,21799,974,frat,2,1,SingleWord,['NN']
4766,21818,21819,977,showcase,2,1,SingleWord,['NN']
4767,21833,21834,977,emphasizing,3,1,SingleWord,['VBG']
4768,21835,21836,977,including,2,1,SingleWord,['VBG']
4769,21838,21839,977,supporting,3,1,SingleWord,['VBG']
4770,21846,21847,978,Emperor,2,1,SingleWord,['NN']
4771,21847,21848,978,Club,2,1,SingleWord,['NN']
4772,21853,21854,978,placid,2,1,SingleWord,['NN']
4773,21858,21859,978,finds,2,1,SingleWord,['NNS']
4774,21866,21867,978,conservative,2,1,SingleWord,['JJ']
4775,21867,21868,978,hidebound,2,1,SingleWord,['NN']
4776,21869,21870,978,movie-making,2,1,SingleWord,"['NN', 'NN']"
4777,21870,21871,978,traditions,2,1,SingleWord,['NNS']
4778,21876,21877,978,texture,2,1,SingleWord,['NN']
4779,21880,21881,978,relevance,2,1,SingleWord,['NN']
4780,21895,21896,979,half-an-hour,2,1,SingleWord,"['PDT', 'DT', 'NN']"
4781,21904,21905,979,furious,1,1,SingleWord,['JJ']
4782,21908,21909,979,ninety,2,1,SingleWord,['NN']
4783,21911,21912,979,drags,1,1,SingleWord,['NNS']
4784,21922,21923,980,trial,2,1,SingleWord,['NN']
4785,21930,21931,980,draggy,1,1,SingleWord,['NN']
4786,21934,21935,981,drowns,2,1,SingleWord,['NNS']
